Case,Task,knn_Ch1,knn_Ch2,knn_Ch3,knn_Ch4
4,7,0.173333333333333,0.173333333333333,0.173333333333333,0.48
4,8,0.186666666666667,0.186666666666667,0.186666666666667,0.44
4,9,0.233333333333333,0.233333333333333,0.233333333333333,0.3
4,10,0.32,0.226666666666667,0.226666666666667,0.226666666666667
4,11,0.233333333333333,0.233333333333333,0.233333333333333,0.3
4,12,0.2,0.2,0.2,0.4
4,13,0.24,0.24,0.28,0.24
4,14,0.226666666666667,0.226666666666667,0.226666666666667,0.32
4,15,0.186666666666667,0.44,0.186666666666667,0.186666666666667
4,16,0.196078431372549,0.196078431372549,0.196078431372549,0.411764705882353
4,17,0.213333333333333,0.36,0.213333333333333,0.213333333333333
4,18,0.213333333333333,0.213333333333333,0.36,0.213333333333333
4,19,0.233333333333333,0.233333333333333,0.3,0.233333333333333
5,1,0.18,0.18,0.18,0.46
5,2,0.206666666666667,0.206666666666667,0.38,0.206666666666667
5,3,0.213333333333333,0.213333333333333,0.36,0.213333333333333
5,4,0.146666666666667,0.146666666666667,0.146666666666667,0.56
5,5,0.166666666666667,0.166666666666667,0.166666666666667,0.5
5,6,0.193333333333333,0.193333333333333,0.193333333333333,0.42
5,7,0.202614379084967,0.202614379084967,0.202614379084967,0.392156862745098
5,8,0.213333333333333,0.36,0.213333333333333,0.213333333333333
5,9,0.206666666666667,0.206666666666667,0.206666666666667,0.38
5,10,0.233333333333333,0.233333333333333,0.3,0.233333333333333
5,11,0.233333333333333,0.233333333333333,0.233333333333333,0.3
5,12,0.226666666666667,0.226666666666667,0.32,0.226666666666667
5,13,0.42,0.193333333333333,0.193333333333333,0.193333333333333
5,14,0.202614379084967,0.202614379084967,0.202614379084967,0.392156862745098
5,15,0.22,0.22,0.22,0.34
5,16,0.36,0.213333333333333,0.213333333333333,0.213333333333333
5,17,0.206666666666667,0.206666666666667,0.206666666666667,0.38
5,18,0.226666666666667,0.32,0.226666666666667,0.226666666666667
5,19,0.206666666666667,0.206666666666667,0.206666666666667,0.38
6,1,0.22,0.22,0.22,0.34
6,2,0.16,0.16,0.16,0.52
6,3,0.206666666666667,0.206666666666667,0.38,0.206666666666667
6,4,0.186666666666667,0.44,0.186666666666667,0.186666666666667
6,5,0.22,0.22,0.34,0.22
6,6,0.213333333333333,0.213333333333333,0.213333333333333,0.36
6,7,0.22,0.22,0.22,0.34
6,8,0.32,0.226666666666667,0.226666666666667,0.226666666666667
6,9,0.222222222222222,0.333333333333333,0.222222222222222,0.222222222222222
6,10,0.233333333333333,0.233333333333333,0.233333333333333,0.3
6,11,0.193333333333333,0.42,0.193333333333333,0.193333333333333
6,12,0.193333333333333,0.193333333333333,0.193333333333333,0.42
6,13,0.173333333333333,0.48,0.173333333333333,0.173333333333333
6,14,0.226666666666667,0.226666666666667,0.226666666666667,0.32
6,15,0.233333333333333,0.233333333333333,0.3,0.233333333333333
6,16,0.14,0.14,0.14,0.58
6,17,0.24,0.24,0.28,0.24
6,18,0.36,0.213333333333333,0.213333333333333,0.213333333333333
6,19,0.213333333333333,0.36,0.213333333333333,0.213333333333333
7,1,0.226666666666667,0.226666666666667,0.32,0.226666666666667
7,2,0.233333333333333,0.233333333333333,0.3,0.233333333333333
7,3,0.2,0.2,0.2,0.4
7,4,0.228758169934641,0.228758169934641,0.228758169934641,0.313725490196078
7,5,0.28,0.24,0.24,0.24
7,6,0.226666666666667,0.226666666666667,0.32,0.226666666666667
7,7,0.246666666666667,0.246666666666667,0.26,0.246666666666667
7,8,0.32,0.226666666666667,0.226666666666667,0.226666666666667
7,9,0.2,0.2,0.2,0.4
7,10,0.226666666666667,0.226666666666667,0.32,0.226666666666667
7,11,0.202614379084967,0.392156862745098,0.202614379084967,0.202614379084967
7,12,0.24,0.24,0.24,0.28
7,13,0.22,0.22,0.22,0.34
7,14,0.2,0.2,0.2,0.4
7,15,0.2,0.2,0.2,0.4
7,16,0.38,0.206666666666667,0.206666666666667,0.206666666666667
7,17,0.222222222222222,0.222222222222222,0.222222222222222,0.333333333333333
7,18,0.196078431372549,0.411764705882353,0.196078431372549,0.196078431372549
7,19,0.213333333333333,0.213333333333333,0.36,0.213333333333333
8,1,0.38,0.206666666666667,0.206666666666667,0.206666666666667
8,2,0.209150326797386,0.372549019607843,0.209150326797386,0.209150326797386
8,3,0.2,0.2,0.2,0.4
8,4,0.24,0.24,0.24,0.28
8,5,0.6,0.133333333333333,0.133333333333333,0.133333333333333
8,6,0.226666666666667,0.226666666666667,0.32,0.226666666666667
8,7,0.18,0.18,0.18,0.46
8,8,0.2,0.2,0.2,0.4
8,9,0.2,0.2,0.4,0.2
8,10,0.24,0.24,0.28,0.24
8,11,0.206666666666667,0.206666666666667,0.206666666666667,0.38
8,12,0.2,0.4,0.2,0.2
8,13,0.22,0.34,0.22,0.22
8,14,0.233333333333333,0.233333333333333,0.233333333333333,0.3
8,15,0.32,0.226666666666667,0.226666666666667,0.226666666666667
8,16,0.213333333333333,0.213333333333333,0.36,0.213333333333333
8,17,0.206666666666667,0.38,0.206666666666667,0.206666666666667
8,18,0.233333333333333,0.233333333333333,0.233333333333333,0.3
8,19,0.2,0.2,0.2,0.4
9,1,0.22,0.22,0.22,0.34
9,2,0.213333333333333,0.213333333333333,0.36,0.213333333333333
9,3,0.206666666666667,0.38,0.206666666666667,0.206666666666667
9,4,0.22,0.22,0.22,0.34
9,5,0.226666666666667,0.226666666666667,0.226666666666667,0.32
9,6,0.22,0.22,0.22,0.34
9,7,0.42,0.193333333333333,0.193333333333333,0.193333333333333
9,8,0.213333333333333,0.36,0.213333333333333,0.213333333333333
9,9,0.18,0.46,0.18,0.18
9,10,0.206666666666667,0.206666666666667,0.206666666666667,0.38
9,11,0.36,0.213333333333333,0.213333333333333,0.213333333333333
9,12,0.18,0.18,0.18,0.46
9,13,0.213333333333333,0.213333333333333,0.213333333333333,0.36
9,14,0.24,0.24,0.24,0.28
9,15,0.213333333333333,0.36,0.213333333333333,0.213333333333333
9,16,0.213333333333333,0.213333333333333,0.213333333333333,0.36
9,17,0.34,0.22,0.22,0.22
9,18,0.226666666666667,0.226666666666667,0.226666666666667,0.32
9,19,0.3,0.233333333333333,0.233333333333333,0.233333333333333
10,1,0.22,0.22,0.22,0.34
10,2,0.22,0.34,0.22,0.22
10,3,0.206666666666667,0.38,0.206666666666667,0.206666666666667
10,4,0.226666666666667,0.226666666666667,0.226666666666667,0.32
10,5,0.196078431372549,0.411764705882353,0.196078431372549,0.196078431372549
10,6,0.24,0.28,0.24,0.24
10,7,0.32,0.226666666666667,0.226666666666667,0.226666666666667
10,8,0.213333333333333,0.213333333333333,0.213333333333333,0.36
10,9,0.22,0.22,0.22,0.34
10,10,0.193333333333333,0.193333333333333,0.42,0.193333333333333
10,11,0.173333333333333,0.173333333333333,0.173333333333333,0.48
10,12,0.233333333333333,0.3,0.233333333333333,0.233333333333333
10,13,0.213333333333333,0.36,0.213333333333333,0.213333333333333
10,14,0.173333333333333,0.173333333333333,0.173333333333333,0.48
10,15,0.213333333333333,0.36,0.213333333333333,0.213333333333333
10,16,0.36,0.213333333333333,0.213333333333333,0.213333333333333
10,17,0.22,0.22,0.22,0.34
10,18,0.2,0.2,0.2,0.4
10,19,0.226666666666667,0.226666666666667,0.226666666666667,0.32
11,1,0.209150326797386,0.209150326797386,0.209150326797386,0.372549019607843
11,2,0.193333333333333,0.193333333333333,0.193333333333333,0.42
11,3,0.233333333333333,0.3,0.233333333333333,0.233333333333333
11,4,0.186666666666667,0.44,0.186666666666667,0.186666666666667
11,5,0.206666666666667,0.206666666666667,0.206666666666667,0.38
11,6,0.215686274509804,0.215686274509804,0.215686274509804,0.352941176470588
11,7,0.22,0.22,0.22,0.34
11,8,0.213333333333333,0.36,0.213333333333333,0.213333333333333
11,9,0.206666666666667,0.206666666666667,0.206666666666667,0.38
11,10,0.186666666666667,0.186666666666667,0.186666666666667,0.44
11,11,0.206666666666667,0.206666666666667,0.206666666666667,0.38
11,12,0.206666666666667,0.206666666666667,0.38,0.206666666666667
11,13,0.206666666666667,0.206666666666667,0.206666666666667,0.38
11,14,0.233333333333333,0.233333333333333,0.233333333333333,0.3
11,15,0.215686274509804,0.215686274509804,0.352941176470588,0.215686274509804
11,16,0.206666666666667,0.206666666666667,0.206666666666667,0.38
11,17,0.213333333333333,0.213333333333333,0.213333333333333,0.36
11,18,0.206666666666667,0.38,0.206666666666667,0.206666666666667
11,19,0.226666666666667,0.226666666666667,0.226666666666667,0.32
12,1,0.213333333333333,0.213333333333333,0.213333333333333,0.36
12,2,0.22,0.22,0.22,0.34
12,3,0.24,0.28,0.24,0.24
12,4,0.22,0.22,0.34,0.22
12,5,0.226666666666667,0.32,0.226666666666667,0.226666666666667
12,6,0.213333333333333,0.213333333333333,0.213333333333333,0.36
12,7,0.166666666666667,0.166666666666667,0.166666666666667,0.5
12,8,0.226666666666667,0.226666666666667,0.32,0.226666666666667
12,9,0.173333333333333,0.173333333333333,0.173333333333333,0.48
12,10,0.213333333333333,0.213333333333333,0.213333333333333,0.36
12,11,0.22,0.22,0.22,0.34
12,12,0.233333333333333,0.233333333333333,0.3,0.233333333333333
12,13,0.213333333333333,0.213333333333333,0.213333333333333,0.36
12,14,0.36,0.213333333333333,0.213333333333333,0.213333333333333
12,15,0.233333333333333,0.3,0.233333333333333,0.233333333333333
12,16,0.4,0.2,0.2,0.2
12,17,0.2,0.2,0.2,0.4
12,18,0.226666666666667,0.32,0.226666666666667,0.226666666666667
12,19,0.3,0.233333333333333,0.233333333333333,0.233333333333333
13,1,0.206666666666667,0.38,0.206666666666667,0.206666666666667
13,2,0.2,0.4,0.2,0.2
13,3,0.193333333333333,0.193333333333333,0.193333333333333,0.42
13,4,0.206666666666667,0.206666666666667,0.206666666666667,0.38
13,5,0.2,0.2,0.2,0.4
13,6,0.22,0.22,0.22,0.34
13,7,0.372549019607843,0.209150326797386,0.209150326797386,0.209150326797386
13,8,0.22,0.22,0.34,0.22
13,9,0.36,0.213333333333333,0.213333333333333,0.213333333333333
13,10,0.2,0.2,0.2,0.4
13,11,0.213333333333333,0.213333333333333,0.213333333333333,0.36
13,12,0.2,0.4,0.2,0.2
13,13,0.233333333333333,0.3,0.233333333333333,0.233333333333333
13,14,0.226666666666667,0.226666666666667,0.226666666666667,0.32
13,15,0.274509803921569,0.241830065359477,0.241830065359477,0.241830065359477
13,16,0.22,0.22,0.34,0.22
13,17,0.226666666666667,0.226666666666667,0.32,0.226666666666667
13,18,0.36,0.213333333333333,0.213333333333333,0.213333333333333
13,19,0.213333333333333,0.213333333333333,0.213333333333333,0.36
14,1,0.226666666666667,0.226666666666667,0.226666666666667,0.32
14,2,0.226666666666667,0.226666666666667,0.32,0.226666666666667
14,3,0.18,0.18,0.18,0.46
14,4,0.226666666666667,0.32,0.226666666666667,0.226666666666667
14,5,0.24,0.24,0.28,0.24
14,6,0.24,0.24,0.28,0.24
14,7,0.2,0.2,0.2,0.4
14,8,0.233333333333333,0.233333333333333,0.233333333333333,0.3
14,9,0.28,0.24,0.24,0.24
14,10,0.233333333333333,0.233333333333333,0.3,0.233333333333333
14,11,0.32,0.226666666666667,0.226666666666667,0.226666666666667
14,12,0.206666666666667,0.38,0.206666666666667,0.206666666666667
14,13,0.193333333333333,0.193333333333333,0.193333333333333,0.42
14,14,0.4,0.2,0.2,0.2
14,15,0.2,0.4,0.2,0.2
14,16,0.215686274509804,0.215686274509804,0.215686274509804,0.352941176470588
14,17,0.226666666666667,0.226666666666667,0.32,0.226666666666667
14,18,0.186666666666667,0.44,0.186666666666667,0.186666666666667
14,19,0.186666666666667,0.186666666666667,0.186666666666667,0.44
15,1,0.2,0.2,0.2,0.4
15,2,0.22,0.22,0.22,0.34
15,3,0.36,0.213333333333333,0.213333333333333,0.213333333333333
15,4,0.18,0.18,0.18,0.46
15,5,0.226666666666667,0.226666666666667,0.226666666666667,0.32
15,6,0.213333333333333,0.213333333333333,0.213333333333333,0.36
15,7,0.226666666666667,0.226666666666667,0.226666666666667,0.32
15,8,0.226666666666667,0.32,0.226666666666667,0.226666666666667
15,9,0.193333333333333,0.193333333333333,0.193333333333333,0.42
15,10,0.2,0.2,0.2,0.4
15,11,0.226666666666667,0.32,0.226666666666667,0.226666666666667
15,12,0.2,0.4,0.2,0.2
15,13,0.2,0.2,0.2,0.4
15,14,0.206666666666667,0.206666666666667,0.206666666666667,0.38
15,15,0.193333333333333,0.193333333333333,0.193333333333333,0.42
15,16,0.226666666666667,0.226666666666667,0.226666666666667,0.32
15,17,0.186666666666667,0.186666666666667,0.186666666666667,0.44
15,18,0.28,0.24,0.24,0.24
15,19,0.206666666666667,0.206666666666667,0.206666666666667,0.38
16,1,0.22,0.34,0.22,0.22
16,2,0.3,0.233333333333333,0.233333333333333,0.233333333333333
16,3,0.32,0.226666666666667,0.226666666666667,0.226666666666667
16,4,0.206666666666667,0.206666666666667,0.206666666666667,0.38
16,5,0.213333333333333,0.213333333333333,0.213333333333333,0.36
16,6,0.226666666666667,0.226666666666667,0.226666666666667,0.32
16,7,0.226666666666667,0.226666666666667,0.226666666666667,0.32
16,8,0.226666666666667,0.226666666666667,0.226666666666667,0.32
16,9,0.24,0.24,0.28,0.24
16,10,0.2,0.2,0.2,0.4
16,11,0.226666666666667,0.226666666666667,0.226666666666667,0.32
16,12,0.34,0.22,0.22,0.22
16,13,0.226666666666667,0.226666666666667,0.226666666666667,0.32
16,14,0.28,0.24,0.24,0.24
16,15,0.333333333333333,0.222222222222222,0.222222222222222,0.222222222222222
16,16,0.22,0.22,0.34,0.22
16,17,0.2,0.4,0.2,0.2
16,18,0.313725490196078,0.228758169934641,0.228758169934641,0.228758169934641
16,19,0.44,0.186666666666667,0.186666666666667,0.186666666666667
17,1,0.206666666666667,0.206666666666667,0.206666666666667,0.38
17,2,0.193333333333333,0.193333333333333,0.193333333333333,0.42
17,3,0.226666666666667,0.226666666666667,0.226666666666667,0.32
17,4,0.226666666666667,0.226666666666667,0.226666666666667,0.32
17,5,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222
17,6,0.206666666666667,0.206666666666667,0.38,0.206666666666667
17,7,0.193333333333333,0.193333333333333,0.193333333333333,0.42
17,8,0.233333333333333,0.233333333333333,0.233333333333333,0.3
17,9,0.226666666666667,0.32,0.226666666666667,0.226666666666667
17,10,0.226666666666667,0.226666666666667,0.32,0.226666666666667
17,11,0.193333333333333,0.193333333333333,0.193333333333333,0.42
17,12,0.2,0.4,0.2,0.2
17,13,0.34,0.22,0.22,0.22
17,14,0.18,0.46,0.18,0.18
17,15,0.206666666666667,0.206666666666667,0.206666666666667,0.38
17,16,0.226666666666667,0.226666666666667,0.32,0.226666666666667
17,17,0.226666666666667,0.32,0.226666666666667,0.226666666666667
17,18,0.202614379084967,0.202614379084967,0.202614379084967,0.392156862745098
17,19,0.32,0.226666666666667,0.226666666666667,0.226666666666667
18,1,0.22,0.34,0.22,0.22
18,2,0.32,0.226666666666667,0.226666666666667,0.226666666666667
18,3,0.213333333333333,0.213333333333333,0.213333333333333,0.36
18,4,0.32,0.226666666666667,0.226666666666667,0.226666666666667
18,5,0.206666666666667,0.38,0.206666666666667,0.206666666666667
18,6,0.22,0.22,0.22,0.34
18,7,0.226666666666667,0.226666666666667,0.32,0.226666666666667
18,8,0.186666666666667,0.186666666666667,0.186666666666667,0.44
18,9,0.226666666666667,0.226666666666667,0.226666666666667,0.32
18,10,0.233333333333333,0.233333333333333,0.3,0.233333333333333
18,11,0.206666666666667,0.206666666666667,0.206666666666667,0.38
18,12,0.226666666666667,0.226666666666667,0.32,0.226666666666667
18,13,0.193333333333333,0.193333333333333,0.193333333333333,0.42
18,14,0.34,0.22,0.22,0.22
18,15,0.186666666666667,0.186666666666667,0.186666666666667,0.44
18,16,0.4,0.2,0.2,0.2
18,17,0.213333333333333,0.36,0.213333333333333,0.213333333333333
18,18,0.213333333333333,0.213333333333333,0.213333333333333,0.36
18,19,0.24,0.28,0.24,0.24
19,1,0.226666666666667,0.226666666666667,0.226666666666667,0.32
19,2,0.313725490196078,0.228758169934641,0.228758169934641,0.228758169934641
19,3,0.22,0.22,0.22,0.34
19,4,0.193333333333333,0.193333333333333,0.193333333333333,0.42
19,5,0.173333333333333,0.173333333333333,0.173333333333333,0.48
19,6,0.24,0.24,0.28,0.24
19,7,0.193333333333333,0.193333333333333,0.193333333333333,0.42
19,8,0.213333333333333,0.213333333333333,0.36,0.213333333333333
19,9,0.22,0.22,0.22,0.34
19,10,0.22,0.34,0.22,0.22
19,11,0.213333333333333,0.36,0.213333333333333,0.213333333333333
19,12,0.233333333333333,0.3,0.233333333333333,0.233333333333333
19,13,0.22,0.22,0.22,0.34
19,14,0.193333333333333,0.193333333333333,0.193333333333333,0.42
19,15,0.206666666666667,0.206666666666667,0.206666666666667,0.38
19,16,0.2,0.2,0.2,0.4
19,17,0.14,0.14,0.14,0.58
19,18,0.226666666666667,0.226666666666667,0.226666666666667,0.32
19,19,0.226666666666667,0.226666666666667,0.226666666666667,0.32
20,1,0.226666666666667,0.32,0.226666666666667,0.226666666666667
20,2,0.215686274509804,0.215686274509804,0.215686274509804,0.352941176470588
20,3,0.32,0.226666666666667,0.226666666666667,0.226666666666667
20,4,0.222222222222222,0.222222222222222,0.222222222222222,0.333333333333333
20,5,0.213333333333333,0.213333333333333,0.36,0.213333333333333
20,6,0.22,0.34,0.22,0.22
20,7,0.233333333333333,0.233333333333333,0.3,0.233333333333333
20,8,0.226666666666667,0.226666666666667,0.32,0.226666666666667
20,9,0.24,0.28,0.24,0.24
20,10,0.213333333333333,0.213333333333333,0.213333333333333,0.36
20,11,0.233333333333333,0.233333333333333,0.233333333333333,0.3
20,12,0.206666666666667,0.38,0.206666666666667,0.206666666666667
20,13,0.36,0.213333333333333,0.213333333333333,0.213333333333333
20,14,0.22,0.22,0.22,0.34
20,15,0.233333333333333,0.233333333333333,0.233333333333333,0.3
20,16,0.226666666666667,0.32,0.226666666666667,0.226666666666667
20,17,0.18,0.18,0.18,0.46
20,18,0.18,0.18,0.18,0.46
20,19,0.24,0.24,0.24,0.28
21,1,0.226666666666667,0.32,0.226666666666667,0.226666666666667
21,2,0.186666666666667,0.186666666666667,0.186666666666667,0.44
21,3,0.193333333333333,0.193333333333333,0.193333333333333,0.42
21,4,0.226666666666667,0.226666666666667,0.32,0.226666666666667
21,5,0.209150326797386,0.209150326797386,0.209150326797386,0.372549019607843
21,6,0.22,0.34,0.22,0.22
21,7,0.22,0.22,0.22,0.34
21,8,0.186666666666667,0.186666666666667,0.186666666666667,0.44
21,9,0.233333333333333,0.233333333333333,0.233333333333333,0.3
21,10,0.213333333333333,0.213333333333333,0.213333333333333,0.36
21,11,0.206666666666667,0.206666666666667,0.206666666666667,0.38
21,12,0.226666666666667,0.226666666666667,0.226666666666667,0.32
21,13,0.34,0.22,0.22,0.22
21,14,0.226666666666667,0.226666666666667,0.226666666666667,0.32
21,15,0.38,0.206666666666667,0.206666666666667,0.206666666666667
21,16,0.193333333333333,0.193333333333333,0.193333333333333,0.42
21,17,0.241830065359477,0.241830065359477,0.274509803921569,0.241830065359477
21,18,0.235294117647059,0.235294117647059,0.235294117647059,0.294117647058824
21,19,0.22,0.22,0.34,0.22
22,1,0.226666666666667,0.32,0.226666666666667,0.226666666666667
22,2,0.226666666666667,0.226666666666667,0.226666666666667,0.32
22,3,0.24,0.24,0.24,0.28
22,4,0.2,0.2,0.2,0.4
22,5,0.233333333333333,0.233333333333333,0.233333333333333,0.3
22,6,0.2,0.2,0.2,0.4
22,7,0.22,0.22,0.34,0.22
22,8,0.2,0.4,0.2,0.2
22,9,0.226666666666667,0.32,0.226666666666667,0.226666666666667
22,10,0.206666666666667,0.38,0.206666666666667,0.206666666666667
22,11,0.22,0.34,0.22,0.22
22,12,0.2,0.4,0.2,0.2
22,13,0.183006535947712,0.450980392156863,0.183006535947712,0.183006535947712
22,14,0.2,0.2,0.2,0.4
22,15,0.206666666666667,0.206666666666667,0.206666666666667,0.38
22,16,0.32,0.226666666666667,0.226666666666667,0.226666666666667
22,17,0.183006535947712,0.183006535947712,0.183006535947712,0.450980392156863
22,18,0.34,0.22,0.22,0.22
22,19,0.32,0.226666666666667,0.226666666666667,0.226666666666667
23,1,0.3,0.233333333333333,0.233333333333333,0.233333333333333
23,2,0.206666666666667,0.206666666666667,0.206666666666667,0.38
23,3,0.193333333333333,0.193333333333333,0.193333333333333,0.42
23,4,0.24,0.24,0.28,0.24
23,5,0.3,0.233333333333333,0.233333333333333,0.233333333333333
23,6,0.206666666666667,0.38,0.206666666666667,0.206666666666667
23,7,0.226666666666667,0.226666666666667,0.226666666666667,0.32
23,8,0.226666666666667,0.226666666666667,0.226666666666667,0.32
23,9,0.2,0.4,0.2,0.2
23,10,0.22,0.22,0.22,0.34
23,11,0.226666666666667,0.226666666666667,0.226666666666667,0.32
23,12,0.22,0.22,0.22,0.34
23,13,0.2,0.4,0.2,0.2
23,14,0.193333333333333,0.193333333333333,0.193333333333333,0.42
23,15,0.186666666666667,0.186666666666667,0.44,0.186666666666667
23,16,0.36,0.213333333333333,0.213333333333333,0.213333333333333
23,17,0.2,0.2,0.2,0.4
23,18,0.34,0.22,0.22,0.22
23,19,0.22,0.22,0.22,0.34
24,1,0.32,0.226666666666667,0.226666666666667,0.226666666666667
24,2,0.213333333333333,0.213333333333333,0.213333333333333,0.36
24,3,0.22,0.22,0.22,0.34
24,4,0.206666666666667,0.206666666666667,0.38,0.206666666666667
24,5,0.2,0.2,0.2,0.4
24,6,0.2,0.4,0.2,0.2
24,7,0.28,0.24,0.24,0.24
24,8,0.24,0.24,0.24,0.28
24,9,0.22,0.22,0.22,0.34
24,10,0.32,0.226666666666667,0.226666666666667,0.226666666666667
24,11,0.193333333333333,0.193333333333333,0.193333333333333,0.42
24,12,0.24,0.24,0.24,0.28
24,13,0.233333333333333,0.3,0.233333333333333,0.233333333333333
24,14,0.186666666666667,0.44,0.186666666666667,0.186666666666667
24,15,0.202614379084967,0.202614379084967,0.202614379084967,0.392156862745098
24,16,0.209150326797386,0.209150326797386,0.209150326797386,0.372549019607843
24,17,0.22,0.22,0.22,0.34
24,18,0.193333333333333,0.193333333333333,0.193333333333333,0.42
24,19,0.233333333333333,0.3,0.233333333333333,0.233333333333333
25,1,0.206666666666667,0.206666666666667,0.206666666666667,0.38
25,2,0.193333333333333,0.193333333333333,0.193333333333333,0.42
25,3,0.226666666666667,0.226666666666667,0.226666666666667,0.32
25,4,0.173333333333333,0.173333333333333,0.48,0.173333333333333
25,5,0.226666666666667,0.226666666666667,0.226666666666667,0.32
25,6,0.22,0.22,0.22,0.34
25,7,0.209150326797386,0.209150326797386,0.209150326797386,0.372549019607843
25,8,0.233333333333333,0.3,0.233333333333333,0.233333333333333
25,9,0.22,0.22,0.22,0.34
25,10,0.228758169934641,0.228758169934641,0.228758169934641,0.313725490196078
25,11,0.206666666666667,0.206666666666667,0.206666666666667,0.38
25,12,0.32,0.226666666666667,0.226666666666667,0.226666666666667
25,13,0.226666666666667,0.32,0.226666666666667,0.226666666666667
25,14,0.24,0.24,0.24,0.28
25,15,0.206666666666667,0.38,0.206666666666667,0.206666666666667
25,16,0.206666666666667,0.38,0.206666666666667,0.206666666666667
25,17,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222
25,18,0.2,0.2,0.2,0.4
25,19,0.186666666666667,0.186666666666667,0.44,0.186666666666667
26,1,0.213333333333333,0.213333333333333,0.36,0.213333333333333
26,2,0.24,0.24,0.24,0.28
26,3,0.2,0.2,0.2,0.4
26,4,0.193333333333333,0.42,0.193333333333333,0.193333333333333
26,5,0.233333333333333,0.3,0.233333333333333,0.233333333333333
26,6,0.24,0.24,0.28,0.24
26,7,0.233333333333333,0.3,0.233333333333333,0.233333333333333
26,8,0.213333333333333,0.213333333333333,0.36,0.213333333333333
26,9,0.226666666666667,0.226666666666667,0.226666666666667,0.32
26,10,0.233333333333333,0.3,0.233333333333333,0.233333333333333
26,11,0.224358974358974,0.326923076923077,0.224358974358974,0.224358974358974
26,12,0.2,0.2,0.2,0.4
