Case,Task,lc13_Ch1,lc13_Ch2,lc13_Ch3,lc13_Ch4
50,16,0.0884268531666631,0.484083624766385,0.158223243527225,0.269266278539727
50,17,0.162951705056163,0.110064796116117,0.12348779940638,0.60349569942134
50,18,0.20436198569639,0.259542176577017,0.0741160297191465,0.461979808007447
50,19,0.157818489353089,0.436104478058135,0.104396721852676,0.301680310736099
69,1,0.474656390754398,0.0849499121087599,0.12789666905381,0.312497028083032
69,2,0.089497606574193,0.583677783353056,0.0550041174985846,0.271820492574167
69,3,0.112147709877317,0.17125631607073,0.142620624875701,0.573975349176252
69,4,0.307344028429502,0.166270567286947,0.0934274819698444,0.432957922313707
69,5,0.115916501963362,0.558763662732013,0.0726037103788448,0.252716124925781
69,6,0.225290922078913,0.0508174258948423,0.512550313380262,0.211341338645982
69,7,0.236325671703371,0.155736412715764,0.108990660286134,0.498947255294731
69,8,0.176160106751354,0.367736904085259,0.211951220896429,0.244151768266958
69,9,0.0753697165413898,0.287109297319844,0.28575638875152,0.351764597387247
69,10,0.411493775267636,0.174307285311589,0.15830287928604,0.255896060134735
69,11,0.172123355011535,0.272077117150164,0.0833294999307854,0.472470027907516
69,12,0.485699178410468,0.131262091407316,0.127736143620731,0.255302586561485
69,13,0.0594703742956477,0.21187926702465,0.217649727086476,0.511000631593226
69,14,0.621649929871976,0.10595745903402,0.0494605015982596,0.222932109495745
69,15,0.0622456938462039,0.627203397709764,0.0949851759711074,0.215565732472924
69,16,0.344517093232892,0.0701098035581671,0.264886318567321,0.320486784641619
69,17,0.11195854562103,0.380722719677556,0.31346321188976,0.193855522811653
69,18,0.218668510396771,0.172447457340605,0.0700145157015538,0.53886951656107
69,19,0.36376775417585,0.176145910961268,0.0830179211971025,0.37706841366578
73,1,0.140652309310629,0.623968267586629,0.0654206645408696,0.169958758561873
73,2,0.477918113929655,0.24881098335177,0.109910922464345,0.163359980254229
73,3,0.432960515977108,0.108346968600732,0.115306484458999,0.343386030963161
73,4,0.101670012695836,0.564690580415362,0.102915888729011,0.230723518159791
73,5,0.126208790555088,0.170581123567431,0.159667918843549,0.543542167033932
73,6,0.200613286587896,0.17987815767165,0.377802587259587,0.241705968480868
73,7,0.171417541177334,0.0874469819144779,0.333473679373785,0.407661797534403
73,8,0.105406224212326,0.286337709183779,0.180632957483756,0.427623109120139
73,9,0.107763700409273,0.3918377363611,0.237893965965654,0.262504597263973
73,10,0.0533537061753594,0.52296270047486,0.13252362517179,0.29115996817799
73,11,0.167053265455603,0.148761884787458,0.122214482949581,0.561970366807359
73,12,0.439731794188595,0.110781554177807,0.111166548670175,0.338320102963424
73,13,0.0690982843188394,0.324122878166181,0.313222332531677,0.293556504983303
73,14,0.124145440177933,0.231696254277061,0.0915396176441435,0.552618687900862
73,15,0.510890240252547,0.177000165488993,0.093660191104194,0.218449403154265
73,16,0.0959787800538195,0.589335381605689,0.0817522545276809,0.232933583812811
73,17,0.613580322987489,0.113343640075602,0.0878866580952046,0.185189378841705
73,18,0.110438638630306,0.163063313397886,0.167285466483104,0.559212581488705
73,19,0.29481798498963,0.0748789506939634,0.257442016411335,0.372861047905072
74,1,0.336195935911569,0.176719760506084,0.0573869880408249,0.429697315541522
74,2,0.360926882811115,0.0778633805228134,0.118456136316789,0.442753600349283
74,3,0.08434911503563,0.0972573837006243,0.445875938489225,0.372517562774521
74,4,0.536851365459492,0.16121707372436,0.064045467331045,0.237886093485103
74,5,0.499063157062445,0.0727814561621218,0.167586020003072,0.260569366772362
74,6,0.12002937756219,0.535555281310076,0.067652897937455,0.276762443190279
74,7,0.216124432355472,0.282893628447065,0.135731193647757,0.365250745549705
74,8,0.148334475339401,0.231603555324779,0.117491035721415,0.502570933614405
74,9,0.11549688091245,0.597099465829708,0.13237526699141,0.155028386266433
74,10,0.100544161808693,0.225587813312196,0.413902800033707,0.259965224845404
74,11,0.119664241204579,0.394183185682407,0.113913508708035,0.37223906440498
74,12,0.111561774876124,0.383482372983852,0.166802579364534,0.338153272775491
74,13,0.211959156454357,0.092040592580773,0.141811174903779,0.554189076061091
74,14,0.108764379708211,0.180767690132561,0.295407342870922,0.415060587288305
74,15,0.220117788291306,0.13233719664146,0.137038475388834,0.510506539678401
74,16,0.266402215526025,0.152646151536233,0.154139887790918,0.426811745146824
74,17,0.135097661655292,0.0596789272901713,0.415240982510467,0.389982428544069
74,18,0.0949606881838127,0.487926392167451,0.171526426294159,0.245586493354576
74,19,0.0904218878909173,0.254025591104215,0.458160323605975,0.197392197398893
76,1,0.101676104235709,0.0350189963936081,0.731260352396093,0.13204454697459
76,2,0.282919301769953,0.154087474287705,0.28799082108959,0.275002402852752
76,3,0.0634676416724923,0.258924171648368,0.499883560750262,0.177724625928877
76,4,0.110269936244892,0.419490502390497,0.23830532751094,0.231934233853671
76,5,0.0947389929001575,0.202629557237377,0.21425487813791,0.488376571724556
76,6,0.2162565510716,0.0873398055476402,0.457640033578373,0.238763609802387
76,7,0.249228414006549,0.198239943147338,0.163248348952222,0.389283293893892
76,8,0.595826993275602,0.085858151619253,0.205148027933961,0.113166827171184
76,9,0.216079815904202,0.209712196135099,0.136137799103049,0.43807018885765
76,10,0.142701604501962,0.559391613426456,0.0581603995593423,0.23974638251224
76,11,0.479798705779056,0.234489053575221,0.109193495363357,0.176518745282366
76,12,0.362248571781327,0.214063829718102,0.180926101632523,0.242761496868048
76,13,0.0534435706450459,0.377651100174212,0.293316995924105,0.275588333256638
76,14,0.0834779932992581,0.065528767955795,0.543981531516038,0.307011707228909
76,15,0.49089063141204,0.072412578796592,0.274153995458993,0.162542794332375
76,16,0.48662932311624,0.0651310457983074,0.0938064957347758,0.354433135350677
76,17,0.214263574113038,0.168250203992787,0.161627730600603,0.455858491293572
76,18,0.0587822898456862,0.352727137438337,0.155452968405736,0.433037604310241
76,19,0.0878294969564009,0.15110016514016,0.414361844863135,0.346708493040304
78,1,0.122500573598778,0.193877833323167,0.30626449780796,0.377357095270095
78,2,0.504194554796843,0.183300233486404,0.123612627959787,0.188892583756967
78,3,0.102661818903874,0.117601286360193,0.300193262474246,0.479543632261687
78,4,0.161447093326753,0.102070421263715,0.206074418649245,0.530408066760286
78,5,0.475889574370395,0.100911560937484,0.0750686793053795,0.348130185386742
78,6,0.277471060131672,0.120034773798109,0.220271255356327,0.382222910713892
78,7,0.123179327827871,0.129279216984593,0.491284094269917,0.25625736091762
78,8,0.269369117547167,0.0638015477358601,0.497838935971293,0.16899039874568
78,9,0.205464299476861,0.105896758632113,0.175367770755944,0.513271171135082
78,10,0.411240418506353,0.319523352245515,0.100269297074313,0.168966932173819
78,11,0.190681706590549,0.266029973400283,0.403626523630253,0.139661796378915
78,12,0.137112652511865,0.139609617892398,0.15960302654858,0.563674703047157
78,13,0.0747372716079011,0.664620430587938,0.0671708843175522,0.193471413486609
78,14,0.31933488970595,0.315743497123202,0.0615223393503994,0.303399273820449
78,15,0.119896359427134,0.284564454894589,0.180164867513563,0.415374318164714
78,16,0.34942448285639,0.150976973284374,0.151306219508423,0.348292324350813
78,17,0.193055574829714,0.200525824470795,0.140040039855551,0.466378560843939
78,18,0.0850949197452356,0.252121578741265,0.371160719177391,0.291622782336108
78,19,0.11439483623833,0.197536925501721,0.55765599256678,0.130412245693169
80,1,0.187526609989223,0.222849266330839,0.171955596246683,0.417668527433256
80,2,0.425582410312609,0.105166225747616,0.0977364806624317,0.371514883277343
80,3,0.230878039447985,0.438296101931491,0.156040444334012,0.174785414286512
80,4,0.105681179531178,0.170621630941373,0.318253908130751,0.405443281396698
80,5,0.271645961006839,0.121009729948573,0.193833005843047,0.413511303201541
80,6,0.111003341001673,0.187985589465819,0.197611719804384,0.503399349728123
80,7,0.120915558369588,0.311377601529947,0.408397347340674,0.159309492759792
80,8,0.260535963765544,0.258490248410253,0.221706895454239,0.259266892369963
80,9,0.12162964544109,0.354059498547419,0.297449232861763,0.226861623149728
80,10,0.100786598594298,0.062856697537598,0.611651322069783,0.224705381798321
80,11,0.309248074455761,0.1073801222804,0.0871370951555174,0.496234708108322
80,12,0.139352981779033,0.203368103462634,0.138656568779168,0.518622345979165
80,13,0.106834014940439,0.289091808296423,0.159504871478856,0.444569305284282
80,14,0.398108026125062,0.177748639540812,0.208807172992091,0.215336161342035
80,15,0.491365599696445,0.286986751770703,0.0811048875135661,0.140542761019287
80,16,0.0950506979105816,0.099330410904446,0.269615454112146,0.536003437072827
80,17,0.0633743579317142,0.222311831148122,0.462927775243639,0.251386035676524
80,18,0.1120256425614,0.373639708881823,0.078491609658114,0.435843038898663
80,19,0.231122723102058,0.243120166163768,0.120551923753305,0.405205186980869
82,1,0.296582823993082,0.153515154513904,0.359101387775301,0.190800633717714
82,2,0.429823490224667,0.218095736403463,0.151491051553906,0.200589721817964
82,3,0.080621523401591,0.245583103819245,0.465731802337282,0.208063570441882
82,4,0.14661509250601,0.0773592930826481,0.37728810807452,0.398737506336822
82,5,0.380600283656631,0.0532627993088545,0.275910942697051,0.290225974337464
82,6,0.12781476815383,0.519599574433519,0.0688835557088331,0.283702101703817
82,7,0.32143170477241,0.37091199328934,0.153143587498596,0.154512714439654
82,8,0.530633146494521,0.0884752968311021,0.100239485856976,0.280652070817401
82,9,0.0998156227648655,0.20889022479441,0.291640527380049,0.399653625060676
82,10,0.144430804094749,0.202561725774007,0.133380457179951,0.519627012951293
82,11,0.0815704747866527,0.580042426990379,0.084947480964797,0.253439617258172
82,12,0.296864684054773,0.387401053452744,0.190842994697856,0.124891267794627
82,13,0.0897053108302208,0.519800585383312,0.0992018858447302,0.291292217941737
82,14,0.423447745671021,0.0736204922314609,0.402828393873025,0.100103368224493
82,15,0.295837770362344,0.130289829771114,0.180084369662989,0.393788030203552
82,16,0.581815274433987,0.150472128485509,0.0553763348026755,0.21233626227783
82,17,0.206581221586901,0.103791004278131,0.349282725501572,0.340345048633396
82,18,0.428368268275281,0.0696890276990392,0.218786888443474,0.283155815582206
82,19,0.287195703160668,0.112338161464175,0.0735839238602359,0.526882211514922
83,1,0.146923563229081,0.320374929356198,0.0843512418632134,0.448350265551508
83,2,0.0699758464823018,0.274361882309063,0.274118648048574,0.381543623160061
83,3,0.0974859842646941,0.263520571762355,0.0891786801557917,0.54981476381716
83,4,0.103773324781503,0.185066138068718,0.204844302721459,0.50631623442832
83,5,0.321271427497778,0.08587565775251,0.43292808661577,0.159924828133943
83,6,0.0783426274630212,0.0906701072823126,0.634635643289968,0.196351621964698
83,7,0.133387210193397,0.13293527280946,0.447932404457921,0.285745112539222
83,8,0.605854070668756,0.0514909451357483,0.140009033237877,0.202645950957619
83,9,0.0532678933405759,0.142690848260475,0.424242618000144,0.379798640398805
83,10,0.204427617366325,0.0768048659260375,0.214720955925196,0.504046560782442
83,11,0.185461770517545,0.110313979421627,0.211979814128087,0.492244435932742
83,12,0.181534097910934,0.105818646022195,0.456117781304205,0.256529474762666
83,13,0.305835043236848,0.102295054593891,0.407830601316959,0.184039300852301
83,14,0.119996699885805,0.163781151736244,0.151109209662588,0.565112938715363
83,15,0.0653782294067512,0.135337442404805,0.448318238572577,0.350966089615867
83,16,0.0779768924932889,0.0789450016991548,0.586823071932441,0.256255033875116
83,17,0.108279794892401,0.499322989695826,0.213048258314601,0.179348957097172
83,18,0.380934611566478,0.161573087354947,0.337904209239898,0.119588091838676
83,19,0.435290327807684,0.14320067271917,0.0974138478536694,0.324095151619477
91,1,0.133501419670385,0.127796269984871,0.180545030806736,0.558157279538008
91,2,0.140003250393599,0.160589122255002,0.49179529650079,0.207612330850608
91,3,0.137542504434859,0.147190302552851,0.221031260944332,0.494235932067958
91,4,0.350578790671046,0.0781274166002995,0.127348450660762,0.443945342067893
91,5,0.238495016395218,0.398613205791104,0.0637856555364838,0.299106122277195
91,6,0.0539275794830681,0.440515854676134,0.26383529851932,0.241721267321478
91,7,0.259667715067918,0.0464112872311051,0.509912509675724,0.184008488025253
91,8,0.0744155629119401,0.530225537024151,0.171602056943568,0.223756843120341
91,9,0.249932930224657,0.0725729049443668,0.341715625271493,0.335778539559483
91,10,0.206182328843875,0.0762212036085965,0.166055917901536,0.551540549645992
91,11,0.124513745267774,0.0954781953364664,0.543231083675303,0.236776975720456
91,12,0.162469716297982,0.148051034804412,0.286665074731589,0.402814174166017
91,13,0.194200767183974,0.107107065349571,0.122971345239215,0.57572082222724
91,14,0.163027228443249,0.209929046651519,0.281129264019232,0.345914460885999
91,15,0.226949417896358,0.253932523781413,0.0921303881136718,0.426987670208557
91,16,0.104520280660761,0.227714264108338,0.133101512042134,0.534663943188767
91,17,0.0912996879652479,0.382267729798062,0.229045935239373,0.297386646997317
91,18,0.549828729615711,0.139696134015064,0.0427371753377946,0.26773796103143
91,19,0.477030747114327,0.0624471405106374,0.106516199111924,0.354005913263111
92,1,0.166056526349238,0.516467958838686,0.0558160719872507,0.261659442824826
92,2,0.398583864514759,0.246814720121074,0.206151291785543,0.148450123578625
92,3,0.108127954908865,0.271764553444709,0.426054300235078,0.194053191411349
92,4,0.184292971641175,0.333085445054908,0.268835528149808,0.213786055154109
92,5,0.351485056874134,0.268395704714143,0.169458998520025,0.210660239891698
92,6,0.242700369430509,0.475003380500568,0.0553552131322437,0.226941036936679
92,7,0.131372872273723,0.144961442579891,0.137052598332017,0.586613086814369
92,8,0.0520196300715108,0.448293754915464,0.210935803301039,0.288750811711987
92,9,0.298386329046653,0.139368713022786,0.161906986456455,0.400337971474107
92,10,0.106452035259283,0.181937289641278,0.124855979433164,0.586754695666276
92,11,0.088019609445768,0.470933877918494,0.116842427177091,0.324204085458647
92,12,0.12388989081382,0.126557817792706,0.240739126705814,0.508813164687659
92,13,0.122853169525944,0.129899226468213,0.179086284766527,0.568161319239317
92,14,0.482820169106431,0.211401478906737,0.132012237643705,0.173766114343127
92,15,0.0910115692917228,0.256867223998571,0.472540380492557,0.17958082621715
92,16,0.0595007353940378,0.365490870411315,0.188591950612218,0.38641644358243
92,17,0.147549974040054,0.447626427533694,0.0987073160496676,0.306116282376585
92,18,0.0744667938952305,0.556409886727697,0.0783208944527177,0.290802424924354
92,19,0.237230666227463,0.321949718077272,0.107560442555076,0.33325917314019
94,1,0.249623447881663,0.488695436461396,0.0747090884513557,0.186972027205585
94,2,0.0897360000277491,0.215133851107574,0.143365475198426,0.551764673666251
94,3,0.0680033362136699,0.215252251715438,0.433537534885221,0.283206877185671
94,4,0.526869740322764,0.259655937279452,0.048645867456406,0.164828454941377
94,5,0.075838957221495,0.444255520954366,0.163587951763898,0.316317570060241
94,6,0.12705577000917,0.366631740347977,0.0899012938577579,0.416411195785095
94,7,0.112773361346635,0.196870450542567,0.158606172958076,0.531750015152722
94,8,0.15407419954309,0.080344642670717,0.461143049553933,0.30443810823226
94,9,0.083405361536974,0.557249945178218,0.117140167925269,0.242204525359539
94,10,0.0675054747957626,0.190633297150131,0.513736226912744,0.228125001141363
94,11,0.389095179931573,0.0826089573211765,0.150444067282476,0.377851795464775
94,12,0.142639145372387,0.241835732752807,0.251024627920771,0.364500493954035
94,13,0.449894269099859,0.0775454937957937,0.169603775974783,0.302956461129565
94,14,0.116599417930191,0.264312498824328,0.274466846469813,0.344621236775668
94,15,0.43764604202951,0.158742664207178,0.190050865743023,0.213560428020288
94,16,0.147218612276053,0.143363408076564,0.480354660458988,0.229063319188395
94,17,0.220812573168259,0.0924255960187149,0.234821075524915,0.451940755288111
94,18,0.0723390796792611,0.438051767863957,0.253515550295114,0.236093602161668
94,19,0.17786221260368,0.0772379171568412,0.249173698864613,0.495726171374865
