Case,Task,glmnet30_Ch1,glmnet30_Ch2,glmnet30_Ch3,glmnet30_Ch4
3,5,0.39123166223316,0.103420291878695,0.0272467600819062,0.478101285806239
3,6,0.0587228667035579,0.126661205326999,0.324812818412748,0.489803109556696
3,7,0.055213114225138,0.0948917499929452,0.281783215336974,0.568111920444943
3,8,0.0849181633278248,0.409086145459958,0.153551566422768,0.35244412478945
3,9,0.343713892641755,0.255654907462475,0.0945206002374493,0.306110599658321
3,10,0.0300525960977881,0.539587458991854,0.0457502795568991,0.384609665353459
3,11,0.0388059312543174,0.39508291416976,0.388327430446723,0.1777837241292
3,12,0.0543674839099244,0.433134318953018,0.035705672925972,0.476792524211085
3,13,0.380442333342225,0.0561899294183141,0.421030559791523,0.142337177447939
3,14,0.016395467956806,0.616236994130685,0.0451743699649913,0.322193167947517
3,15,0.250227590009734,0.0688206395672868,0.221990016448813,0.458961753974167
3,16,0.650242617086495,0.0912957331376561,0.0747563011661415,0.183705348609707
3,17,0.0463208211910763,0.223392135774558,0.340177920753035,0.390109122281331
3,18,0.0956655288523135,0.131607735398833,0.0777485492453483,0.694978186503505
3,19,0.0528037841133721,0.277688284132633,0.200414047241544,0.469093884512451
4,1,0.049138517045177,0.0912815869604146,0.340148805549263,0.519431090445146
4,2,0.190834759900695,0.582077469261384,0.0601265239081479,0.166961246929774
4,3,0.106134004875762,0.171994148839942,0.25090015544792,0.470971690836377
4,4,0.183438176113375,0.424517053030813,0.18321506455669,0.208829706299122
4,5,0.180853784565669,0.151204569099998,0.445106438138825,0.222835208195508
4,6,0.111501537989899,0.227431742428432,0.102676681928165,0.558390037653505
4,7,0.147141367420594,0.286126677109947,0.304272650075458,0.262459305394001
4,8,0.145679980043905,0.0766148973972926,0.591738331918732,0.18596679064007
4,9,0.0604971478492229,0.245439020652301,0.301822333418279,0.392241498080197
4,10,0.624138900715485,0.10633917271869,0.0391282871023419,0.230393639463484
4,11,0.258122628539515,0.28749031432861,0.247816204874763,0.206570852257112
4,12,0.0179101411117973,0.42345100389101,0.356168873761755,0.202469981235438
4,13,0.0711944392066738,0.202234504533764,0.447382149403508,0.279188906856054
4,14,0.168833265135953,0.474145700707633,0.213264733454584,0.14375630070183
4,15,0.0282140766177503,0.583163735605346,0.23886622507585,0.149755962701054
4,16,0.0396080295569296,0.294825316593609,0.324923818316572,0.340642835532889
4,17,0.173556978027767,0.462746563169554,0.0752672442469058,0.288429214555773
4,18,0.0246956448806181,0.102170046121774,0.652907835713721,0.220226473283886
4,19,0.196261755110525,0.0752653564681688,0.574565116002112,0.153907772419195
5,1,0.0358621536236585,0.055672634857419,0.286648107700407,0.621817103818515
5,2,0.212004825010058,0.0764097644534485,0.548014996130069,0.163570414406425
5,3,0.100496514258433,0.0829020970365992,0.470368990807425,0.346232397897543
5,4,0.306272242871813,0.157378758684518,0.0483781291238246,0.487970869319845
5,5,0.271338557003684,0.426746755777364,0.0640775261344791,0.237837161084474
5,6,0.0352573707128895,0.478091163095916,0.270862605488332,0.215788860702862
5,7,0.237195349653838,0.0202487059337746,0.547508905690079,0.195047038722309
5,8,0.0745024433036713,0.555909032050328,0.159693438598398,0.209895086047604
5,9,0.171170386084738,0.148288742995094,0.482440697411667,0.198100173508501
5,10,0.176468538736395,0.0586214189513175,0.222459031188752,0.542451011123536
5,11,0.157603920894513,0.0727727755637431,0.382701956347889,0.386921347193855
5,12,0.303383767550844,0.118953169602959,0.315177649474137,0.262485413372059
5,13,0.268764225973193,0.0787309750182716,0.112305612964462,0.540199186044073
5,14,0.093629860261949,0.513767054285112,0.218110472741074,0.174492612711865
5,15,0.118556729698659,0.526439187156876,0.0335315970770556,0.321472486067409
5,16,0.202923633359718,0.209972981906319,0.0727509507372226,0.514352433996741
5,17,0.0120797964190741,0.148686100276977,0.680492733653813,0.158741369650136
5,18,0.548959535268985,0.19424443783246,0.0569259043959213,0.199870122502633
5,19,0.354553172647961,0.100849861761809,0.0835313394288947,0.461065626161336
6,1,0.351638272870126,0.0682043368181529,0.200387312118063,0.379770078193657
6,2,0.383251099707132,0.112111414223375,0.156559736087562,0.34807774998193
6,3,0.13984663284173,0.0871820975170746,0.495021867237817,0.277949402403379
6,4,0.147437964435454,0.522513732422964,0.0992738855595313,0.230774417582051
6,5,0.0323719402376673,0.220804873825389,0.59927982806239,0.147543357874554
6,6,0.0912718284180878,0.2694831334479,0.23647393686124,0.402771101272772
6,7,0.126320108206103,0.214553133767375,0.223092107710433,0.43603465031609
6,8,0.342255960419082,0.111970717913085,0.175546224026591,0.370227097641242
6,9,0.0414525272414857,0.33180842544796,0.431143163486707,0.195595883823847
6,10,0.372089855610115,0.0699967208166303,0.294035910735763,0.263877512837492
6,11,0.24335153305545,0.550583289637776,0.0345068301500201,0.171558347156754
6,12,0.214391458838703,0.231293413072183,0.136807117247124,0.41750801084199
6,13,0.045609033943362,0.562964393409365,0.180972877657782,0.210453694989491
6,14,0.343122063498213,0.125222379640826,0.132443493487484,0.399212063373478
6,15,0.0906451840628217,0.0308413988160766,0.720664847036857,0.157848570084245
6,16,0.3007430844717,0.144157876027839,0.0474915590082444,0.507607480492217
6,17,0.115920201413868,0.264205981186031,0.409615981383909,0.210257836016192
6,18,0.441545261385348,0.109048908764015,0.198540886648549,0.250864943202089
6,19,0.218795356633313,0.594567151257821,0.0375227845928716,0.149114707515994
7,1,0.0787402257647997,0.111956331732773,0.43478936102261,0.374514081479818
7,2,0.18641914261543,0.375605214183126,0.0773668888753676,0.360608754326077
7,3,0.398222478515059,0.0767379723233739,0.206451823213141,0.318587725948427
7,4,0.0479043403839529,0.499510970776743,0.216755851813555,0.235828837025749
7,5,0.616386942499817,0.220092417988948,0.0660707731457144,0.0974498663655208
7,6,0.0979158071020927,0.117374836287023,0.660103462135236,0.124605894475648
7,7,0.291646803292248,0.210350189366199,0.142562103501217,0.355440903840336
7,8,0.171567548108813,0.351674588219256,0.294662390093961,0.182095473577971
7,9,0.230824116158179,0.456441337240135,0.0621595727485455,0.25057497385314
7,10,0.182702658498602,0.188652441726759,0.545869462085589,0.0827754376890497
7,11,0.0751806805065339,0.392959882969522,0.117325718986046,0.414533717537899
7,12,0.205832669063985,0.27343584969325,0.24922356830476,0.271507912938005
7,13,0.320095366220647,0.201803665219911,0.314330052323883,0.163770916235559
7,14,0.166514975780696,0.507119581083467,0.0875231517209242,0.238842291414912
7,15,0.221345355996256,0.383372366886902,0.152620176292035,0.242662100824807
7,16,0.366006055292116,0.3201588306954,0.0359659311143041,0.27786918289818
7,17,0.183365479493458,0.202489249783902,0.367297900740482,0.246847369982158
7,18,0.186721163426394,0.292313190127204,0.13094185201927,0.390023794427131
7,19,0.0369670137790256,0.0419102945493584,0.794897512416209,0.126225179255407
8,1,0.623288869904071,0.0547107119282703,0.0919948762301133,0.230005541937545
8,2,0.380135634734963,0.163205862079427,0.160883451053425,0.295775052132185
8,3,0.411824651148168,0.25298971573476,0.166800402411925,0.168385230705146
8,4,0.0767871985231737,0.282608897544539,0.305344773807175,0.335259130125112
8,5,0.679962826299598,0.0626108521873731,0.167038373494077,0.0903879480189516
8,6,0.0981696975555055,0.149856755904991,0.620856010628881,0.131117535910622
8,7,0.109446273122747,0.0550565477965247,0.563927265877152,0.271569913203576
8,8,0.0817759688999255,0.0544484993264632,0.515314871007182,0.348460660766429
8,9,0.0293433570058485,0.0264905061435717,0.819609415955016,0.124556720895564
8,10,0.330676935770795,0.15846929524,0.329118513867144,0.18173525512206
8,11,0.160214486601841,0.480708392108518,0.125353898030229,0.233723223259413
8,12,0.232258372755778,0.17041799316879,0.234416961477398,0.362906672598034
8,13,0.130740493912837,0.292580844702233,0.20520998981176,0.37146867157317
8,14,0.282142183446942,0.431227172737538,0.0746179137094172,0.212012730106103
8,15,0.291908363703433,0.367495091381215,0.117687405185241,0.222909139730111
8,16,0.0883792947927264,0.360819772218796,0.347362324180752,0.203438608807726
8,17,0.256133360348295,0.348879259857368,0.241284618851911,0.153702760942426
8,18,0.235748896778049,0.540332582911084,0.0538431954718525,0.170075324839014
8,19,0.108431917454832,0.2725837851599,0.34438538774321,0.274598909642059
9,1,0.163327735916981,0.26426427872458,0.113382800455795,0.459025184902644
9,2,0.111245045720735,0.2398027250552,0.386120469673254,0.262831759550811
9,3,0.133988772819416,0.304278233957323,0.372618993221378,0.189114000001884
9,4,0.0242088754506204,0.562542163464782,0.202814489695375,0.210434471389222
9,5,0.364107778483679,0.310801920555669,0.132493291109802,0.19259700985085
9,6,0.190523225587706,0.179674696917262,0.381943292429095,0.247858785065937
9,7,0.484908801569609,0.142605039568403,0.0919158977789979,0.280570261082991
9,8,0.331576649747795,0.260051744861504,0.0547607201248698,0.353610885265832
9,9,0.267642763528605,0.562097623681685,0.0185683247500109,0.151691288039699
9,10,0.0559899778543358,0.562283178946402,0.0837045176887981,0.298022325510465
9,11,0.413145566029422,0.046683175579347,0.156787509272829,0.383383749118403
9,12,0.378579667021842,0.17857582537484,0.0933943439270476,0.34945016367627
9,13,0.0423691732314568,0.474034039176876,0.311917159285547,0.171679628306121
9,14,0.244272976150387,0.140355396692432,0.239923161609068,0.375448465548112
9,15,0.0661880299584532,0.478630413159763,0.195960070759099,0.259221486122686
9,16,0.0999536436447864,0.330253577335941,0.19041268569063,0.379380093328644
9,17,0.555888727241341,0.191310605831378,0.0568321112971504,0.195968555630131
9,18,0.226335060675732,0.14041813618842,0.104552730336477,0.528694072799371
9,19,0.35068513528108,0.159557444577284,0.178082169216929,0.311675250924707
10,1,0.353170619762607,0.248554368205451,0.183008799574206,0.215266212457736
10,2,0.0862259680676105,0.565279073292366,0.140806530734618,0.207688427905406
10,3,0.0614724326716025,0.196046535305448,0.598056656474626,0.144424375548323
10,4,0.575291269565133,0.100494578911067,0.141950429467904,0.182263722055896
10,5,0.203949768094691,0.34947096491903,0.169680972250767,0.276898294735512
10,6,0.289300405866414,0.14291003283335,0.140582063894945,0.427207497405291
10,7,0.240028985551899,0.231114295429716,0.293904360302081,0.234952358716304
10,8,0.141048545041949,0.185839342709441,0.163062619526186,0.510049492722424
10,9,0.248639375600975,0.156492712346261,0.227056977269275,0.36781093478349
10,10,0.0951176802466128,0.0711907668623495,0.641980353325101,0.191711199565937
10,11,0.0459944694385387,0.165115374492825,0.631203675655957,0.157686480412679
10,12,0.253515387206891,0.554831539696694,0.0567766919568663,0.134876381139548
10,13,0.101804851199028,0.370188610316035,0.416392553497194,0.111613984987744
10,14,0.165154232195474,0.362236584896458,0.126008616182857,0.346600566725212
10,15,0.411907973289306,0.448410715174669,0.0300899732246719,0.109591338311353
10,16,0.523735797840007,0.189066813749376,0.154660396273289,0.132536992137328
10,17,0.133634285575362,0.422575530718291,0.296051029765339,0.147739153941008
10,18,0.352148671775062,0.0760202221891636,0.310655552055023,0.261175553980752
10,19,0.205694650339947,0.337858365537981,0.225677129586052,0.23076985453602
11,1,0.256280650268634,0.219927400795705,0.212655682152867,0.311136266782794
11,2,0.181560284170017,0.248893074672794,0.216707541129144,0.352839100028045
11,3,0.207128556385366,0.337897757586421,0.22956268777894,0.225410998249273
11,4,0.0758195499410198,0.490538030753031,0.111607234551678,0.322035184754271
11,5,0.192198786312886,0.309728839481848,0.151510338425662,0.346562035779604
11,6,0.174656701437321,0.245688117891531,0.04851553413722,0.531139646533928
11,7,0.267365481132323,0.359894765066241,0.0689104341835188,0.303829319617917
11,8,0.142421439760009,0.510297951361174,0.0758922679375684,0.271388340941249
11,9,0.3982141556241,0.072371255232146,0.271768510756442,0.257646078387312
11,10,0.0780948787961496,0.145740963715346,0.158129286697341,0.618034870791164
11,11,0.168865071749908,0.317894060409341,0.134681570642662,0.37855929719809
11,12,0.27985800670377,0.0449985454359513,0.419020375553192,0.256123072307087
11,13,0.414467071987348,0.120225604838492,0.0237269812126317,0.441580341961528
11,14,0.213945369945523,0.0639428508935837,0.282786793980934,0.439324985179959
11,15,0.356118229739566,0.0448567374461384,0.419585125315452,0.179439907498844
11,16,0.223107702537057,0.0711426309623879,0.165327497033859,0.540422169466697
11,17,0.273783782753324,0.289164596228802,0.0700278881029514,0.367023732914923
11,18,0.0791078146780035,0.52589104636468,0.0906924722941357,0.304308666663181
11,19,0.454956712111708,0.0214307171016236,0.380066110818872,0.143546459967797
12,1,0.154015201398636,0.257329977490807,0.372054075213062,0.216600745897494
12,2,0.199948868116102,0.34897926853288,0.228409931778851,0.222661931572168
12,3,0.113412243641966,0.081666811109958,0.587436173248662,0.217484771999414
12,4,0.0560398822967159,0.324201188145925,0.307169844291724,0.312589085265636
12,5,0.228056257003249,0.332014062030985,0.12846605602239,0.311463624943376
12,6,0.443821356953493,0.183101082901554,0.0448857666352286,0.328191793509725
12,7,0.106143056520249,0.0397160046672003,0.368073161454006,0.486067777358544
12,8,0.109978962578723,0.176736116301532,0.48416044980409,0.229124471315655
12,9,0.155706283731033,0.0457435661219674,0.140981348150833,0.657568801996167
12,10,0.0742407180074934,0.313971010609008,0.215564001049375,0.396224270334124
12,11,0.329530804826702,0.0829307297354148,0.0741573277294179,0.513381137708466
12,12,0.15479967114548,0.127235413495648,0.449416131098056,0.268548784260816
12,13,0.188051826212215,0.0775682941528424,0.242109850193589,0.492270029441354
12,14,0.472359532973013,0.117785756409207,0.186860969092092,0.222993741525688
12,15,0.123984385744471,0.124635880275419,0.174535039900101,0.57684469408001
12,16,0.328668292243677,0.0756146592392084,0.0904841862302802,0.505232862286834
12,17,0.0491118513046112,0.260738599514617,0.218408430916107,0.471741118264665
12,18,0.107725472789198,0.485393358452586,0.0385157693461724,0.368365399412044
12,19,0.450498005369169,0.123880930791476,0.0660009251702081,0.359620138669147
13,1,0.0353092134336892,0.451249093148067,0.28248835314747,0.230953340270775
13,2,0.454429489938447,0.24791599744203,0.0540712532585295,0.243583259360994
13,3,0.494259618461715,0.141081175481776,0.0849936394865159,0.279665566569993
13,4,0.451711061103398,0.160926149432574,0.0930436753308816,0.294319114133147
13,5,0.455904192560994,0.0872367147806801,0.243572206653623,0.213286886004703
13,6,0.430708515572265,0.0866305032963004,0.211314075301858,0.271346905829577
13,7,0.36443000354203,0.136874398793609,0.0567413343134762,0.441954263350885
13,8,0.334063905807021,0.0940897478448652,0.221804258990172,0.350042087357941
13,9,0.0778437622343949,0.197935547758937,0.142100162037919,0.582120527968749
13,10,0.0629376478997216,0.111558267326605,0.654500993772592,0.171003091001081
13,11,0.2026579197606,0.0477778155372246,0.535212432908286,0.21435183179389
13,12,0.187557992349233,0.362381053513166,0.0767672460039557,0.373293708133646
13,13,0.109642815546394,0.0350487585594714,0.744158543650392,0.111149882243742
13,14,0.161006804939223,0.0885400834203093,0.351917904635529,0.398535207004938
13,15,0.247019675955713,0.424852951763475,0.115904414979478,0.212222957301335
13,16,0.0403012487174694,0.032710094751956,0.747016414179801,0.179972242350774
13,17,0.118501026196522,0.264410293537089,0.434991144372138,0.182097535894251
13,18,0.428275420042075,0.143921356623427,0.131406739234932,0.296396484099565
13,19,0.0173216969299123,0.596974424182602,0.207948329077206,0.17775554981028
14,1,0.147960619898049,0.048454533244645,0.637854210400065,0.165730636457241
14,2,0.0415654317943697,0.328139357937015,0.202645549324695,0.42764966094392
14,3,0.0517696365756996,0.163902903890543,0.521607992378511,0.262719467155246
14,4,0.461009130024723,0.318552852166899,0.0668242154945804,0.153613802313798
14,5,0.14261777281996,0.334194336054238,0.123595315062915,0.399592576062887
14,6,0.296991033462752,0.294792860320564,0.191277024874162,0.216939081342522
14,7,0.410994116558163,0.330417687456359,0.0442692397193659,0.214318956266111
14,8,0.0453566176914717,0.30316284344892,0.269748239868005,0.381732298991603
14,9,0.629526266178368,0.144317062341617,0.0286029946478792,0.197553676832137
14,10,0.0985602590237183,0.0949432169393237,0.592092475980102,0.214404048056856
14,11,0.367842133976635,0.161687801802328,0.148178864466365,0.322291199754672
14,12,0.193994818639684,0.509088569255125,0.0892005619433246,0.207716050161866
14,13,0.0818325188032304,0.103408097225972,0.182346823185089,0.632412560785709
14,14,0.436943000606433,0.183272715241613,0.0955323223562269,0.284251961795727
14,15,0.0304049649051105,0.339612639414949,0.381638582139112,0.248343813540828
14,16,0.0605501687351537,0.475249535148959,0.224988038501015,0.239212257614872
14,17,0.176084605172,0.202337742190223,0.164398517680771,0.457179134957006
14,18,0.146300291347943,0.269199978116456,0.0653163467919726,0.519183383743628
14,19,0.047002616601868,0.316346256614381,0.402534750518684,0.234116376265067
15,1,0.0618183389667458,0.165372606438955,0.564195183744355,0.208613870849944
15,2,0.396182782277743,0.348297128418196,0.056690936471676,0.198829152832385
15,3,0.274901834256772,0.544342591074106,0.0806505078534777,0.100105066815645
15,4,0.169172411083824,0.236854530341856,0.13485292542464,0.45912013314968
15,5,0.408026985252335,0.343106640562848,0.116380964525482,0.132485409659335
15,6,0.212791827931675,0.16184976162769,0.213449969574561,0.411908440866075
15,7,0.107943675111082,0.347300020259636,0.327230781328851,0.217525523300431
15,8,0.050044099985243,0.471622991640849,0.0878871321793267,0.390445776194582
15,9,0.101722772372956,0.229170927465077,0.205832557673519,0.463273742488448
15,10,0.157716265624539,0.504883871455729,0.117968910777692,0.21943095214204
15,11,0.203636630737367,0.476016403857567,0.0741737419495233,0.246173223455543
15,12,0.0931093505451439,0.601976877473037,0.159505027105239,0.14540874487658
15,13,0.0199312800740197,0.703482745461202,0.124804179758659,0.15178179470612
15,14,0.244466332450377,0.167696580964962,0.204666775163312,0.383170311421349
15,15,0.38815290168156,0.162029489493313,0.157035506841257,0.29278210198387
15,16,0.0850903222776286,0.193594299362876,0.512369973528018,0.208945404831477
15,17,0.539154547108669,0.099592521798626,0.0482124568802225,0.313040474212483
15,18,0.246277628031949,0.123116227661961,0.317079861634175,0.313526282671916
15,19,0.280028357015171,0.0887044543555276,0.220044962108708,0.411222226520593
16,1,0.0474803932369066,0.608734844610481,0.115770263370609,0.228014498782003
16,2,0.262426613700198,0.127677376680496,0.41285038851374,0.197045621105566
16,3,0.417213478521839,0.134374268798544,0.297433159076494,0.150979093603122
16,4,0.386549362829231,0.175274092733369,0.0348798588642976,0.403296685573102
16,5,0.171711742130916,0.39215950381913,0.248263811098187,0.187864942951767
16,6,0.0859707886289695,0.0358696942341887,0.699903317989396,0.178256199147446
16,7,0.261017971955243,0.441891160985694,0.0830009570521739,0.214089910006889
16,8,0.409167426857445,0.152627122282055,0.186793907903157,0.251411542957343
16,9,0.331005576937126,0.250510217243822,0.132888386317523,0.28559581950153
16,10,0.378012488153566,0.263794427762623,0.0994601754854218,0.25873290859839
16,11,0.279907440993805,0.482804482435199,0.0594213007519949,0.177866775819002
16,12,0.434809669609164,0.110690054628153,0.129575135162192,0.324925140600492
16,13,0.667910709856652,0.059944620757408,0.100201024646412,0.171943644739528
16,14,0.123651602682695,0.349527240995149,0.275985372082918,0.250835784239239
16,15,0.0817037195995618,0.624330293428662,0.0608878379019378,0.233078149069838
16,16,0.047666750907359,0.337818997785535,0.44880639730099,0.165707854006117
16,17,0.0616008585087116,0.315873214156996,0.213708777797778,0.408817149536514
16,18,0.0699270786100893,0.565915577276683,0.193251248857804,0.170906095255424
16,19,0.247771905186165,0.159627847855078,0.328047499743584,0.264552747215173
17,1,0.188161086712658,0.274758718059073,0.178208381535682,0.358871813692587
17,2,0.0376178807942965,0.659098460094542,0.176700675645777,0.126582983465385
17,3,0.362931720610054,0.281560144106049,0.110253907451837,0.245254227832061
17,4,0.232141760673466,0.233836680864353,0.0769256102432898,0.457095948218891
17,5,0.0306804405640912,0.196662765535192,0.518661962773033,0.253994831127684
17,6,0.194854721969261,0.0883528280755203,0.498419786108801,0.218372663846417
17,7,0.659211104404333,0.0432058495318679,0.0288867380264072,0.268696308037392
17,8,0.227229233206807,0.13517834295952,0.333560446612701,0.304031977220973
17,9,0.410952720073035,0.124660820036558,0.185218466562425,0.279167993327982
17,10,0.523854255634163,0.0431966217745068,0.193071575327101,0.23987754726423
17,11,0.13155501350578,0.289501134012378,0.0896341959993658,0.489309656482476
17,12,0.212918790161389,0.434682573819275,0.0595214627229628,0.292877173296373
17,13,0.324885752694536,0.429060247044905,0.0709059792357922,0.175148021024767
17,14,0.0463628563527362,0.532003644841985,0.124911065734177,0.296722433071102
17,15,0.0741579685048184,0.457009321547683,0.0514292141381875,0.417403495809312
17,16,0.0785108806324752,0.351330211695807,0.352441459525076,0.217717448146642
17,17,0.163789114365401,0.114866435730624,0.210114343672349,0.511230106231627
17,18,0.464743124844602,0.0847304045494314,0.0612541535515232,0.389272317054443
17,19,0.252735388036761,0.113822732796578,0.270031595588957,0.363410283577704
18,1,0.0361679195028377,0.351526112181749,0.331949656293455,0.280356312021959
18,2,0.309179448006702,0.211372356390974,0.32955832610958,0.149889869492744
18,3,0.150815277932659,0.375573160646646,0.321563516147058,0.152048045273636
18,4,0.415506145752977,0.0956843597558834,0.267725453003762,0.221084041487377
18,5,0.311716903367384,0.186310653994346,0.257989470858862,0.243982971779408
18,6,0.443058997291494,0.0553798070567715,0.177339173319801,0.324222022331933
18,7,0.0354805570239165,0.441706961436905,0.346098736602828,0.17671374493635
18,8,0.131917717381488,0.443780001119551,0.0346711393667383,0.389631142132223
18,9,0.378639600472985,0.098709262121317,0.1592621173125,0.363389020093198
18,10,0.532777077552523,0.224665728914233,0.0378733918861098,0.204683801647134
18,11,0.127447442804981,0.122848045249874,0.216049072634395,0.53365543931075
18,12,0.0326022756945308,0.139667311546127,0.552416822092995,0.275313590666347
18,13,0.0262357056771987,0.503670728723276,0.191918728292157,0.278174837307369
18,14,0.148364108603684,0.0638136299649374,0.567805832251202,0.220016429180176
18,15,0.021074807864495,0.123976706879606,0.548708497706594,0.306239987549306
18,16,0.140974926341058,0.471460449080927,0.304227953312808,0.0833366712652069
18,17,0.0659805657581205,0.44598194792127,0.129351381622425,0.358686104698185
18,18,0.064551364736375,0.127535335514637,0.105251576938406,0.702661722810582
18,19,0.140844070630542,0.329216190986563,0.376927537816345,0.153012200566551
19,1,0.230692820963179,0.439131332641228,0.120537832349881,0.209638014045712
19,2,0.193459292643755,0.0776120493940333,0.527051736432564,0.201876921529648
19,3,0.0999265722118865,0.170591846679956,0.346982401799657,0.3824991793085
19,4,0.254835347894072,0.0875934614303605,0.307136847618833,0.350434343056735
19,5,0.128075053129025,0.283940316362811,0.146383316492442,0.441601314015723
19,6,0.166063348339264,0.177607382840637,0.455324285441522,0.201004983378577
19,7,0.0838386700422737,0.291899403753545,0.347896733928455,0.276365192275726
19,8,0.0476205426320783,0.146962714531368,0.444108177840305,0.361308564996249
19,9,0.148071504534767,0.381611553690985,0.125575545094775,0.344741396679472
19,10,0.262079450493574,0.40691517819467,0.210910023947543,0.120095347364213
19,11,0.192294675778414,0.236652019582359,0.360827202820276,0.210226101818952
19,12,0.142388081790164,0.530293515376635,0.0708255700437756,0.256492832789426
19,13,0.395870636850513,0.328887524255785,0.0859984240445068,0.189243414849196
19,14,0.144320789196814,0.39792901706992,0.0325340590441654,0.425216134689101
19,15,0.0353498289040837,0.515263842125731,0.232036268738294,0.217350060231892
19,16,0.127117857068254,0.477435306222215,0.0702299217550167,0.325216914954515
19,17,0.215762125736555,0.213755454466815,0.139018962386269,0.43146345741036
19,18,0.177281067893932,0.581314410490993,0.0844268463719134,0.156977675243162
19,19,0.588945048002215,0.0515784139332711,0.250414454806087,0.109062083258427
20,1,0.249591255566178,0.335271851561061,0.153545495885553,0.261591396987207
20,2,0.190898310208566,0.101173108854583,0.131234515690563,0.576694065246288
20,3,0.270702407040039,0.0667091710069932,0.543849881803543,0.118738540149426
20,4,0.0386056270106069,0.247671410630372,0.23741590208176,0.476307060277262
20,5,0.234648015606796,0.194765955892181,0.391425877847707,0.179160150653316
20,6,0.119270419053347,0.204092359558811,0.10462026400513,0.572016957382712
20,7,0.305501246256112,0.280417275046263,0.211004977394467,0.203076501303158
20,8,0.137733727358252,0.130302897492332,0.441624401357218,0.290338973792198
20,9,0.184593199441044,0.137228866649395,0.145774857586904,0.532403076322657
20,10,0.0670363377090367,0.426533378491081,0.129526188885204,0.376904094914678
20,11,0.612249159537041,0.126798276441071,0.0552670464063701,0.205685517615518
20,12,0.0436193873591772,0.415833156483683,0.153795679139594,0.386751777017546
20,13,0.324870073749471,0.133290226365622,0.277367223462908,0.264472476422
20,14,0.219946709818783,0.0940915938281401,0.189189889799501,0.496771806553576
20,15,0.119107529408516,0.0946657167222429,0.633761326304356,0.152465427564885
20,16,0.0991100178411444,0.333357574130172,0.118050158929613,0.44948224909907
20,17,0.547496288681396,0.139547078796641,0.0518238581056451,0.261132774416318
20,18,0.0689831257383762,0.0932868351861614,0.12377008708493,0.713959951990533
