Case,Task,ts_Ch1,ts_Ch2,ts_Ch3,ts_Ch4
9,3,0.142398163499136,0.273245876949039,0.346139287904919,0.238216671646906
9,4,0.0133080190241668,0.549278599405295,0.232415445892411,0.204997935678128
9,5,0.377508131980655,0.260215787242205,0.104602658143431,0.25767342263371
9,6,0.129291234365338,0.136855201972007,0.426551238854043,0.307302324808611
9,7,0.415662408560677,0.112458192154357,0.12000902066615,0.351870378618816
9,8,0.365104544819174,0.235237558702225,0.0316501242286933,0.368007772249908
9,9,0.141436076770491,0.639570322890463,0.00825129569624143,0.210742304642805
9,10,0.0213463192482737,0.533656897915672,0.0565135628131824,0.388483220022872
9,11,0.396511454880277,0.0293574026762635,0.128206180556242,0.445924961887218
9,12,0.402285500758784,0.139650770202538,0.0860873034325972,0.371976425606082
9,13,0.0242448256865227,0.513148520629108,0.265983892490232,0.196622761194137
9,14,0.158888377334117,0.104924542644258,0.237862763065602,0.498324316956023
9,15,0.0288689366896862,0.59021322681508,0.156858975467224,0.22405886102801
9,16,0.0507247083938242,0.246184750470817,0.141548274866709,0.56154226626865
9,17,0.603898501063484,0.12811594468141,0.0558704075378669,0.212115146717239
9,18,0.172608358180735,0.0882730482015493,0.0940522389333224,0.645066354684393
9,19,0.390757705576233,0.133389167547974,0.103876701269712,0.371976425606082
10,1,0.416998672376493,0.103987312955687,0.18579071337906,0.293223301288761
10,2,0.11385683947776,0.594199932556625,0.154420835410738,0.137522392554878
10,3,0.0932956681344609,0.164865161589732,0.493299006237627,0.24854016403818
10,4,0.577310397948425,0.116317248021566,0.176089143129433,0.130283210900575
10,5,0.237779014518791,0.266058723638958,0.190439106933826,0.305723154908425
10,6,0.204155689889749,0.124866099786924,0.152371350484077,0.51860685983925
10,7,0.281905439867295,0.152438861618785,0.266219815707467,0.299435882806453
10,8,0.112779685802995,0.0963727438734644,0.138700054812726,0.652147515510815
10,9,0.19647702510349,0.138577066844048,0.160516678886782,0.504429229165681
10,10,0.0876952781288733,0.0729440428560681,0.701838286460181,0.137522392554878
10,11,0.0637139561813474,0.160333913732019,0.642855493845507,0.133096636241126
10,12,0.300433099655135,0.442652614004685,0.124741999436268,0.132172286903912
10,13,0.167497477748411,0.308604507303214,0.400780785131203,0.123117229817172
10,14,0.176946552301164,0.259100183028501,0.124751055434439,0.439202209235896
10,15,0.416388543664042,0.413240663344622,0.0448850495173119,0.125485743474024
10,16,0.48917607620272,0.187762391021974,0.189364945243547,0.13369658753176
10,17,0.131656166344195,0.340320836962869,0.371594904307294,0.156428092385641
10,18,0.372690299515786,0.0682976471626772,0.357908457052576,0.201103596268961
10,19,0.244704100153012,0.245780448697591,0.261506273853096,0.2480091772963
11,1,0.39593709581531,0.15275568871941,0.19913503632515,0.25217217914013
11,2,0.0991056069053604,0.275210313433715,0.139294090093128,0.486389989567797
11,3,0.173188113357574,0.335045597657696,0.196992243255344,0.294774045729387
11,4,0.0547826363335248,0.525005931326613,0.112871888919169,0.307339543420693
11,5,0.247583693038462,0.228528522805588,0.169048674488961,0.354839109666989
11,6,0.144436480124429,0.479434063689967,0.0355579625504302,0.340571493635175
11,7,0.195379560601991,0.492870900469179,0.0533716204656149,0.258377918463215
11,8,0.0956154324470025,0.580448451862755,0.0645383619630271,0.259397753727216
11,9,0.440725605579587,0.0482617579150107,0.207110294673759,0.303902341831644
11,10,0.052013822066789,0.109524968314572,0.136737807323432,0.701723402295207
11,11,0.12501199132207,0.232115768346137,0.14294652530305,0.499925715028743
11,12,0.325725521721246,0.0168960969035744,0.358007555574892,0.299370825800288
11,13,0.575071695152922,0.111314303289433,0.027321580358016,0.286292421199629
11,14,0.139884204370226,0.0354430467174788,0.307103331381665,0.51756941753063
11,15,0.422184464842304,0.0221216370290448,0.30755684508343,0.248137053045221
11,16,0.274126522148475,0.0515069673774784,0.226546495770319,0.447820014703728
11,17,0.262766935699177,0.328230714958385,0.0314977107836249,0.377504638558813
11,18,0.068835228697861,0.515486278821539,0.109469338701075,0.306209153779525
11,19,0.412207219032288,0.00719149297328893,0.331424357239855,0.249176930754568
12,1,0.17480724767758,0.141172487877025,0.292248671563051,0.391771592882344
12,2,0.208924054065173,0.365306882672884,0.2528614248696,0.172907638392343
12,3,0.165166523450334,0.0653006213434484,0.571172721743411,0.198360133462806
12,4,0.0360082957890594,0.327941641582524,0.399633936649686,0.236416125978731
12,5,0.207564824481863,0.320165399716855,0.183206841191185,0.289062934610098
12,6,0.529927388459776,0.111829675609591,0.0508953046799628,0.30734763125067
12,7,0.0856127768891957,0.029846509782755,0.510145754638855,0.374394958689195
12,8,0.0983571025371064,0.131590363663301,0.479714250438854,0.290338283360739
12,9,0.193919641433976,0.0453002758822389,0.132583318703905,0.62819676397988
12,10,0.111207651511582,0.290451057138013,0.174703057660527,0.423638233689877
12,11,0.442673884657004,0.0714224524450834,0.116720006789768,0.369183656108145
12,12,0.125444155985772,0.0753630044756018,0.565340434385805,0.233852405152822
12,13,0.193091624378569,0.0446687999293254,0.26999580548828,0.492243770203826
12,14,0.397834024420344,0.0920888361254395,0.228846778032055,0.281230361422161
12,15,0.0835625888761449,0.0921097626422303,0.208076634290635,0.616251014190989
12,16,0.353598237215171,0.0685772491870529,0.094716872337501,0.483107641260275
12,17,0.0449214017889624,0.210533093471987,0.263449623056649,0.481095881682401
12,18,0.115049716585722,0.49573325012595,0.0611852891167238,0.328031744171605
12,19,0.463294528492216,0.107898680568315,0.0662377158496296,0.362569075089839
13,1,0.0334103455710648,0.424214023697467,0.366233712286859,0.176141918444609
13,2,0.417689061752155,0.217192481291909,0.0414611789974769,0.32365727795846
13,3,0.443019399080055,0.200470125403893,0.132048087585576,0.224462387930476
13,4,0.504650185549955,0.153366334461776,0.0644685971206079,0.277514882867662
13,5,0.375330695840806,0.0855939491976552,0.220283025734478,0.318792329227061
13,6,0.424461868238391,0.0733486573626441,0.22752367798958,0.274665796409385
13,7,0.382144678906832,0.081766044337634,0.0611447270820769,0.474944549673457
13,8,0.411110620372102,0.048737632758634,0.156146478466779,0.384005268402485
13,9,0.074172276867509,0.194731883804693,0.138666480729469,0.592429358598329
13,10,0.0802960730143737,0.105322917295395,0.583488874759832,0.230892134930399
13,11,0.25577820707799,0.028611388712039,0.501544363684757,0.214066040525214
13,12,0.144104208418322,0.315068329615314,0.0951290608815225,0.445698401084842
13,13,0.140677763445333,0.0181110354683893,0.665069282641668,0.176141918444609
13,14,0.225676368475855,0.0647902219011474,0.304658013056406,0.404875396566592
13,15,0.183618713758143,0.475322025189451,0.129381762577832,0.211677498474573
13,16,0.0633697844625632,0.0203921030942772,0.673587564783881,0.242650547659279
13,17,0.114336875780402,0.355441238727596,0.329200281283797,0.201021604208206
13,18,0.488162150118926,0.119399184537708,0.119005899631386,0.27343276571198
13,19,0.0256956865268522,0.639752485330365,0.152763924730617,0.181787903412166
14,1,0.177647733878942,0.0629346621588301,0.661322431508791,0.0980951724534369
14,2,0.0577584923593628,0.254970557647725,0.262164483781261,0.425106466211651
14,3,0.0825439781651289,0.222593264907739,0.593878993702509,0.100983763224623
14,4,0.473137957004962,0.287683375932689,0.0862765334227889,0.15290213363956
14,5,0.190565653518834,0.34879603433021,0.159757303996707,0.300881008154249
14,6,0.309634157428352,0.281140986035594,0.227761713122013,0.181463143414041
14,7,0.503413018651577,0.307182642275078,0.0692221455343301,0.120182193539015
14,8,0.0504742719011273,0.227343500000148,0.366645257998312,0.355536970100412
14,9,0.669223978743479,0.17999441576466,0.04660289616162,0.104178709330241
14,10,0.156882069462887,0.0824494393398201,0.596951154576565,0.163717336620728
14,11,0.330111693017287,0.112745580222789,0.328392646485441,0.228750080274483
14,12,0.289324406191878,0.462936350614463,0.132828103827447,0.114911139366213
14,13,0.107830654744546,0.0996838554654891,0.232915847698577,0.559569642091389
14,14,0.433097776704731,0.166639927999561,0.207681988427539,0.192580306868169
14,15,0.0627901350981079,0.304287253463122,0.474398758976374,0.158523852462396
14,16,0.0740471205009744,0.48147588692561,0.286778143079339,0.157698849494077
14,17,0.202368973764384,0.179151789323438,0.202284200161822,0.416195036750357
14,18,0.1712413200791,0.250655313960528,0.0950425142766024,0.483060851683769
14,19,0.0774567041115399,0.305874905778615,0.461910730948829,0.154757659161016
15,1,0.0673863621641486,0.157007734632323,0.566725711008191,0.208880192195338
15,2,0.485827257067454,0.303696645662781,0.0431484487301737,0.167327648539592
15,3,0.243517369463397,0.505132438796394,0.100341359578604,0.151008832161605
15,4,0.207223212399506,0.254081417144428,0.0977565182372561,0.44093885221881
15,5,0.413979367814302,0.344486424775806,0.0837962234700304,0.157737983939861
15,6,0.143788028606538,0.121906409618255,0.299999167458665,0.434306394316542
15,7,0.0983164985600497,0.321686196710591,0.338206282388382,0.241791022340977
15,8,0.0435750948250852,0.393837126815645,0.099512527012112,0.463075251347158
15,9,0.119877874156302,0.234461932139315,0.206701082685121,0.438959111019262
15,10,0.11600849700704,0.609946024743811,0.0898763287670665,0.184169149482083
15,11,0.361654817936008,0.336133689219941,0.0549163161689241,0.247295176675127
15,12,0.0780870257808347,0.57389794476087,0.186278128733642,0.161736900724654
15,13,0.0243814350322991,0.692221207357657,0.103243007468971,0.180154350141073
15,14,0.241125384797242,0.13245930981139,0.190133836144535,0.436281469246833
15,15,0.509455653087259,0.118762654554136,0.123956553826882,0.247825138531723
15,16,0.0924233020661384,0.153154044767058,0.499478712884747,0.254943940282057
15,17,0.495928895752966,0.0902897775225106,0.0284146742973662,0.385366652427157
15,18,0.401091664133506,0.105998992122603,0.239488600732384,0.253420743011507
15,19,0.323727103795546,0.0677961515672392,0.232698239476278,0.375778505160937
16,1,0.0484476464340195,0.606178016432257,0.0942739215520082,0.251100415581716
16,2,0.270533686135094,0.114446564271575,0.348630049375724,0.266389700217608
16,3,0.435114467121134,0.0785458216765946,0.268355161121752,0.21798455008052
16,4,0.542320483791214,0.172135838333144,0.0427414263484879,0.242802251527154
16,5,0.268034206043253,0.263502709293932,0.256337211932284,0.21212587273053
16,6,0.117215987093558,0.0356601605591424,0.56782446943116,0.279299382916139
16,7,0.244229180584717,0.359586173650102,0.0705798777020704,0.325604768063111
16,8,0.388007281906995,0.163196979414355,0.142080857894067,0.306714880784583
16,9,0.471159995021782,0.15166819570369,0.100732823446397,0.276438985828132
16,10,0.456188771309631,0.246593098257605,0.063637121454771,0.233581008977994
16,11,0.187589591957515,0.450213459673324,0.0370003813583771,0.325196567010784
16,12,0.572623834281897,0.0815667321964798,0.15150233122494,0.194307102296683
16,13,0.66618954039034,0.0367481241162345,0.0699638420151841,0.227098493478241
16,14,0.132532511274462,0.502927534027589,0.216716306533243,0.147823648164706
16,15,0.0880516887719715,0.636122295488463,0.0371023386521905,0.238723677087375
16,16,0.0434977208483965,0.323043551387397,0.493870135215787,0.139588592548419
16,17,0.0573252181845086,0.311610085482134,0.172573486186699,0.458491210146658
16,18,0.0710109814694942,0.60517187538069,0.174188712820541,0.149628430329274
16,19,0.317155182972502,0.111326883996471,0.179073483778717,0.392444449252312
17,1,0.239000763265534,0.246779599011327,0.208464272132837,0.305755365590302
17,2,0.0268940312789394,0.563909164720585,0.214988284382306,0.194208519618169
17,3,0.431099635295218,0.282432635500382,0.086289952112747,0.200177777091653
17,4,0.250907601627121,0.198644602181271,0.0482733185470841,0.502174477644524
17,5,0.0369124486064908,0.142496225362409,0.602465253008749,0.218126073022352
17,6,0.230523915475327,0.0647112643255652,0.503694400928037,0.201070419271072
17,7,0.721222530763421,0.0148082341418315,0.0158344953713297,0.248134739723417
17,8,0.301723755337749,0.11902326453927,0.324372550066641,0.254880430056341
17,9,0.398625866014469,0.0906260025380928,0.127364767124013,0.383383364323425
17,10,0.554886930399357,0.0272080243893242,0.153638410096854,0.264266635114465
17,11,0.116547216510556,0.356453790076861,0.086391696814208,0.440607296598375
17,12,0.262601638604562,0.302087837138617,0.0734569163542776,0.361853607902544
17,13,0.402716965634182,0.34168080763409,0.0545318074606569,0.201070419271072
17,14,0.0470111398739947,0.625685910856569,0.10826899438943,0.219033954880007
17,15,0.0399445130095374,0.440263420604245,0.0469209591004146,0.472871107285803
17,16,0.0643832911878164,0.365831304331244,0.368714985209868,0.201070419271072
17,17,0.137353011881638,0.0813515774856533,0.196462871416792,0.584832539215917
17,18,0.616588448294336,0.0508257613427607,0.0400194290419046,0.292566361320998
17,19,0.273260957312043,0.0866673894568235,0.418211239331628,0.221860413899505
18,1,0.0469507535855633,0.362079452970412,0.359902301670488,0.231067491773537
18,2,0.33241358793193,0.188973181104944,0.343629697950976,0.13498353301215
18,3,0.185964250968244,0.328634955394827,0.278991176732562,0.206409616904367
18,4,0.449964117123799,0.0887733177021699,0.313184090820395,0.148078474353636
18,5,0.38591085267113,0.183725913484603,0.254437649188741,0.175925584655526
18,6,0.420998751805154,0.0367987268747711,0.211643462824121,0.330559058495953
18,7,0.0438067643142026,0.441377290776359,0.334993208524499,0.179822736384939
18,8,0.154499929791285,0.328017019083469,0.0473902097062851,0.470092841418961
18,9,0.37947401685745,0.0826382587689817,0.192351764099069,0.345535960274499
18,10,0.592171577294488,0.196421859512149,0.0249079453787841,0.186498617814579
18,11,0.183410560117169,0.0996606172658437,0.188387115391587,0.5285417072254
18,12,0.0363538945065237,0.178114813141282,0.582817456280985,0.202713836071209
18,13,0.0300458170691938,0.44812661070489,0.188106401940038,0.333721170285878
18,14,0.117612726275515,0.0343992300380621,0.690444029762054,0.157544013924369
18,15,0.0296023893619094,0.100812467262415,0.457132218733952,0.412452924641724
18,16,0.138407008787414,0.438932982061529,0.260988793581162,0.161671215569895
18,17,0.059903602599392,0.381104889357922,0.156861975020637,0.402129533022049
18,18,0.0849961666431028,0.108179876270828,0.0892660290455481,0.717557928040521
18,19,0.116798342064535,0.256315944906615,0.449788952542473,0.177096760486378
19,1,0.319800075133978,0.334316964692575,0.121127875405549,0.224755084767899
19,2,0.185501329358503,0.0557203391865739,0.509511471053907,0.249266860401017
19,3,0.133447654191782,0.181573597774028,0.390052666605822,0.294926081428368
19,4,0.26842957903409,0.0946659076898254,0.335145108364373,0.301759404911711
19,5,0.109182785040876,0.325506800022956,0.125367957801574,0.439942457134593
19,6,0.161472277774104,0.179141779930682,0.469833241287074,0.18955270100814
19,7,0.0567992662101883,0.245075070708141,0.280739200534072,0.417386462547599
19,8,0.0616257940663481,0.103556539951025,0.507367340094193,0.327450325888434
19,9,0.167574027337352,0.298398121265488,0.166525702077096,0.367502149320064
19,10,0.29261789350298,0.395206159033372,0.173319960341181,0.138855987122468
19,11,0.190693645689798,0.168608332436107,0.310141115574389,0.330556906299706
19,12,0.175748301859142,0.55435237940204,0.0999780849737924,0.169921233765026
19,13,0.399132393791298,0.35960492688684,0.0525251940387176,0.188737485283144
19,14,0.161318804205227,0.425461424629859,0.0494743275837526,0.363745443581161
19,15,0.0473808061280471,0.549198752496991,0.212151699729138,0.191268741645824
19,16,0.133918108282695,0.42270004367863,0.0846579805372904,0.358723867501385
19,17,0.213935598851169,0.151710880664771,0.14101414433979,0.49333937614427
19,18,0.203016719061242,0.535844502744525,0.0740617643818625,0.18707701381237
19,19,0.476457238077174,0.0623127791400384,0.278236148697498,0.18299383408529
20,1,0.27123169827464,0.333267416129998,0.0932073293403776,0.302293556254984
20,2,0.155874482657133,0.086722572300581,0.135529246057139,0.621873698985147
20,3,0.312514545698738,0.0502026856772839,0.490813787536555,0.146468981087423
20,4,0.0617854727876328,0.239166905774319,0.274443124433856,0.424604497004193
20,5,0.226389188741691,0.166433734331422,0.464742220333576,0.142434856593312
20,6,0.158176956434685,0.171876753445054,0.113043660172519,0.556902629947743
20,7,0.424228956809467,0.232794410771684,0.189606813949158,0.153369818469691
20,8,0.125217317107968,0.137760123171795,0.541170834712008,0.195851725008229
20,9,0.195989616772605,0.149836352720304,0.220269922451996,0.433904108055096
20,10,0.0527907461720432,0.476467721350479,0.156904972111491,0.313836560365987
20,11,0.659536326353046,0.0944705636370333,0.0387825271647152,0.207210582845206
20,12,0.0246749098225314,0.280761975266789,0.141660836106692,0.552902278803988
20,13,0.414228091338991,0.0856404621493214,0.299939801188714,0.200191645322973
20,14,0.287095843669783,0.0802220507942082,0.125171138331775,0.507510967204234
20,15,0.11223373659902,0.0998782202897527,0.60207720292447,0.185810840186758
20,16,0.0944561134362725,0.546139095258487,0.151319667734188,0.208085123571053
20,17,0.647998857198975,0.132851541677373,0.0481183783906267,0.171031222733026
20,18,0.0658228666931244,0.0765289928368763,0.167874597618709,0.68977354285129
